year,month,nina12,nina34,nina4,nina3,wtio,setio,swio,soi,noi,wp,ep,pna,pdo
1971,Jan,23.32,25.01,26.81,24.35,-,-,-,0.4,5.065,-1.65,-0.11,-1.39,-1.9
1971,Feb,24.66,25.27,26.94,24.95,-,-,-,3.1,7.349,-1.15,-1.49,0.1,-1.74
1971,Mar,24.91,26.11,27.15,26.17,-,-,-,3.4,3.831,-0.05,-0.11,0.02,-1.68
1971,Apr,25.1,26.64,27.58,26.69,-,-,-,2.8,2.526,-0.24,-1.55,0.48,-1.59
1971,May,22.96,27.16,27.98,26.37,-,-,-,1.2,2.057,0.36,-1.09,1.14,-1.55
1971,Jun,21.86,26.93,28.12,25.71,-,-,-,0.2,0.491,1.03,-0.05,0.38,-1.55
1971,Jul,21.26,26.64,27.91,25.11,-,-,-,0.1,1.12,0.09,1.83,-1.41,-2.2
1971,Aug,19.86,26.24,27.86,24.14,-,-,-,2.2,-0.427,-1.08,1.23,-0.78,-0.15
1971,Sep,19.79,25.88,27.64,23.94,-,-,-,2.7,0.79,-0.26,-0.97,0.23,0.21
1971,Oct,20.07,25.92,27.81,23.91,-,-,-,2.8,3.652,0.54,-0.64,-1.37,-0.22
1971,Nov,21.13,25.58,27.62,23.9,-,-,-,0.9,3.086,0.29,-0.23,-0.26,-1.25
1971,Dec,21.96,25.61,27.74,23.94,-,-,-,0.1,2.492,0.58,-99.9,-1.46,-1.87
1972,Jan,24.62,25.84,27.63,25.12,-,-,-,0.6,4.455,0.37,-0.61,-1.41,-1.99
1972,Feb,26.81,26.49,28.14,26.19,-,-,-,1.4,1.071,-1.75,0.45,-1.48,-1.83
1972,Mar,27.31,27.08,28.17,26.98,-,-,-,0.1,1.899,-1.95,-1.2,0.2,-2.09
1972,Apr,26.35,28.08,28.93,27.91,-,-,-,-0.6,-0.093,-0.17,-1.16,-1.76,-1.65
1972,May,25.51,28.36,29.39,27.66,-,-,-,-3.4,-1.278,0.86,0.52,0.14,-1.57
1972,Jun,24.86,28.34,29.22,27.41,-,-,-,-1.8,-1.259,1.36,-1.94,-0.24,-1.87
1972,Jul,24.07,28.17,29.28,27.03,-,-,-,-3.1,-1.687,-0.96,1.84,-0.76,-0.83
1972,Aug,23.27,28.14,28.94,26.87,-,-,-,-1.6,-1.633,0.73,1.21,-0.01,0.25
1972,Sep,22.12,27.86,28.96,26.35,-,-,-,-2.6,-0.636,-1.29,0.56,0.21,0.17
1972,Oct,22.56,28.38,29.33,26.8,-,-,-,-2,-2.359,0.19,1.61,-1.5,0.11
1972,Nov,23.4,28.62,29.42,27.12,-,-,-,-0.7,-1.25,0.16,-0.21,0.56,0.57
1972,Dec,24.69,28.61,29.19,27.5,-,-,-,-2.6,-0.2,0.83,-99.9,-0.56,-0.33
1973,Jan,26.33,28.25,29.12,27.37,-,-,-,-0.8,-2.303,0.8,-0.94,-0.18,-0.46
1973,Feb,26.5,27.98,28.79,27.39,-,-,-,-3.2,-8.273,1.59,1.18,0.12,-0.61
1973,Mar,26.15,27.82,28.53,27.37,-,-,-,0.3,2.683,0.73,-1.75,0.85,-0.5
1973,Apr,24.52,27.53,28.37,26.89,-,-,-,-0.3,3.538,1.24,0.72,0.36,-0.69
1973,May,23.47,27.26,28.7,26.12,-,-,-,0.4,0.334,0.3,-1.47,0.66,-0.76
1973,Jun,21.51,26.7,28.2,25.34,-,-,-,1.3,1.967,-1.28,-0.77,0.84,-0.97
1973,Jul,20.75,26.04,28.12,24.39,-,-,-,0.9,0.96,-0.25,-1.09,0.17,-0.57
1973,Aug,19.47,25.66,27.84,23.65,-,-,-,1.7,2.282,-0.22,-0.84,-0.92,-1.14
1973,Sep,19.24,25.44,27.55,23.6,-,-,-,2.3,0.876,0.24,0.27,-0.28,-0.51
1973,Oct,19.68,25.25,27.25,23.57,-,-,-,1,1.553,0.58,-0.79,-0.82,-0.87
1973,Nov,20.71,24.76,27.06,23.47,-,-,-,4.7,0.726,0.27,-0.16,-1.73,-1.81
1973,Dec,21.61,24.58,26.66,23.55,-,-,-,3.2,0.595,0.56,-99.9,0.53,-0.76
1974,Jan,23.32,24.58,26.61,23.97,-,-,-,4.3,0.56,-2.35,-0.79,-0.69,-1.22
1974,Feb,24.92,25.21,26.74,25.16,-,-,-,3.2,5.932,-0.29,-0.7,-0.9,-1.65
1974,Mar,26.04,26.05,27.12,26.39,-,-,-,3.6,-1.769,-1.28,0.41,-0.82,-0.9
1974,Apr,25.29,26.9,27.52,26.83,-,-,-,1.4,3.414,-0.36,-0.18,-0.5,-0.52
1974,May,24.42,26.82,27.79,26.49,-,-,-,1.4,2.223,-0.07,0.21,-0.55,-0.28
1974,Jun,22.68,27.18,27.97,26.15,-,-,-,0.1,0.209,-0.34,-1.47,-1.38,-0.31
1974,Jul,21.6,26.71,27.8,25.51,-,-,-,1.9,0.3,0.12,-1.3,0.35,-0.08
1974,Aug,20.47,26.3,27.98,24.77,-,-,-,0.8,0.759,-0.06,1.94,0.93,0.27
1974,Sep,19.91,26.19,27.72,24.35,-,-,-,2,-0.324,-0.18,2.44,0.47,0.44
1974,Oct,20.02,25.87,27.59,24.15,-,-,-,1.3,2.549,-0.54,0.13,0.69,-0.1
1974,Nov,20.95,25.59,27.5,24.06,-,-,-,-0.5,1.337,0.41,-1.67,0.57,0.43
1974,Dec,21.41,25.78,27.63,24.24,-,-,-,0,4.283,-0.69,-99.9,0.68,-0.12
1975,Jan,23.67,26.08,27.46,25.18,-,-,-,-1.3,4.746,0.04,-1.64,-0.43,-0.84
1975,Feb,24.9,26.33,27.83,25.73,-,-,-,1,-0.692,-0.28,-0.14,-0.16,-0.71
1975,Mar,26.17,26.59,27.54,26.57,-,-,-,1.9,-0.405,-0.39,-0.03,-0.53,-0.51
1975,Apr,25.44,27.15,27.75,27.11,-,-,-,1.7,3.509,0.23,-1.21,-0.44,-1.3
1975,May,23.36,26.87,27.77,26,-,-,-,0.8,0.864,-0.94,-1.16,0.59,-1.02
1975,Jun,21.71,26.41,27.53,25.24,-,-,-,1.8,1.392,-0.71,-1.33,-0.39,-1.16
1975,Jul,20.98,26.13,27.52,24.77,-,-,-,3.4,0.624,0.87,0.49,-1.19,-0.4
1975,Aug,20.05,25.55,27.14,24.14,-,-,-,3.1,3.053,0.02,0.36,-1.07,-1.07
1975,Sep,18.8,25.31,27.04,23.69,-,-,-,3.9,2.615,0.38,0.42,-0.23,-1.23
1975,Oct,19.13,25.07,26.83,23.4,-,-,-,2.8,2.151,-0.32,-0.72,-0.74,-1.29
1975,Nov,19.61,25.23,26.89,23.72,-,-,-,2.1,3.264,1.1,-1.05,-0.65,-2.08
1975,Dec,20.94,24.82,26.62,23.38,-,-,-,3.7,4.765,-0.8,-99.9,0.14,-1.61
1976,Jan,23.73,24.66,26.9,23.83,-,-,-,2.4,5.938,-0.17,-0.45,0.31,-1.14
1976,Feb,25.63,25.61,27.17,25.39,-,-,-,2.6,2.33,0.1,0.38,-1.56,-1.85
1976,Mar,26.21,26.49,27.54,26.49,-,-,-,2.2,4.956,0.05,-0.69,-1.52,-0.96
1976,Apr,25.78,26.99,28.06,26.9,-,-,-,0.2,-1.774,0.81,-1.16,1.19,-0.89
1976,May,25.33,27.22,28.15,26.89,-,-,-,0.3,0.244,0.82,-0.82,0.56,-0.68
1976,Jun,24.4,27.39,28.23,26.88,-,-,-,-0.2,-0.622,0.75,0.13,-1.34,-0.67
1976,Jul,23.46,27.21,28.19,26.23,-,-,-,-1.9,-1.251,1.6,-1.04,0.32,0.61
1976,Aug,22.19,27.07,28.23,25.79,-,-,-,-2.2,-0.653,0.85,-0.48,-0.59,1.28
1976,Sep,21.67,27.2,28.35,25.78,-,-,-,-2.2,-1.777,0.27,1.59,0,0.82
1976,Oct,21.52,27.58,28.86,25.84,-,-,-,0.4,0.778,-0.97,1.66,0.68,1.11
1976,Nov,22,27.48,28.92,25.8,-,-,-,1.1,0.032,0.21,2.36,1.81,1.25
1976,Dec,23.69,27.21,28.35,25.85,-,-,-,-1,0.625,-0.9,-99.9,0.51,1.22
1977,Jan,25.31,27.38,28.32,26.47,-,-,-,-1.1,0.306,-0.47,0.57,1.75,1.65
1977,Feb,25.97,27.03,27.89,26.82,-,-,-,1.7,4.662,0.56,-0.95,2.04,1.11
1977,Mar,26.35,27.54,28.04,27.42,-,-,-,-2.1,4.331,2.14,-1.27,-0.4,0.72
1977,Apr,25.25,27.58,28.32,27,-,-,-,-1.3,0.704,0.86,0.41,-0.08,0.3
1977,May,23.95,28.03,28.81,26.94,-,-,-,-1.4,-1.105,-0.92,-1.86,-0.73,0.31
1977,Jun,22.82,27.86,28.79,26.46,-,-,-,-2.5,0.206,-0.11,-0.02,0.43,0.42
1977,Jul,21.75,27.38,28.98,25.5,-,-,-,-2.5,1.129,0.27,0.01,-0.67,0.19
1977,Aug,20.28,26.85,28.73,24.57,-,-,-,-2.2,-2.197,0.43,1.13,2.22,0.64
1977,Sep,19.85,26.96,28.95,24.7,-,-,-,-1.6,-1.923,2.13,-1.07,-0.82,-0.55
1977,Oct,20.98,27.3,28.88,25.26,-,-,-,-2.3,-0.706,1.34,-0.41,0.98,-0.61
1977,Nov,21.65,27.29,29.11,25.36,-,-,-,-2.5,0.418,-0.35,0.17,-0.22,-0.72
1977,Dec,22.49,27.16,28.93,25.34,-,-,-,-2.3,-6.57,-0.48,-99.9,-0.5,-0.69
1978,Jan,24.33,27.34,28.79,25.99,-,-,-,-0.7,-7.837,0.41,2.52,0.61,0.34
1978,Feb,25.99,26.93,28.47,26.26,-,-,-,-5.7,-6.265,0.33,0.75,1.27,1.45
1978,Mar,25.54,27.36,28.28,26.95,-,-,-,-1.3,-5.78,-1.28,1.42,0.12,1.34
1978,Apr,25.03,27.22,28.25,26.68,-,-,-,-1,-2.177,0.03,0.92,0.05,1.29
1978,May,23.47,27.39,28.86,26.23,-,-,-,2.1,3.151,-0.5,-0.08,-0.92,0.9
1978,Jun,22.09,27.11,28.57,25.61,-,-,-,0.5,2.891,2.39,0.5,-0.97,0.15
1978,Jul,21.11,26.68,28.43,24.93,-,-,-,0.7,2.047,1.7,1.42,-2.15,-1.24
1978,Aug,20.03,26.13,28.15,24.35,-,-,-,0,1.419,0.33,0.12,0.05,-0.56
1978,Sep,19.86,26.2,28.48,24.26,-,-,-,0.1,1.318,1.02,-1.08,1.71,-0.44
1978,Oct,20.35,26.41,28.23,24.58,-,-,-,-1.2,0.83,-1.07,0.41,0.48,0.1
1978,Nov,21.99,26.4,28.35,24.8,-,-,-,-0.2,0.989,0.06,1.43,-0.49,-0.07
1978,Dec,23.3,26.53,28.27,25.36,-,-,-,-0.4,1.565,1.39,-99.9,-0.72,-0.43
1979,Jan,24.77,26.5,28.51,25.4,-,-,-,-1.1,-3.011,1.59,1.9,-0.69,-0.58
1979,Feb,25.7,26.69,28.14,26.26,-,-,-,1.3,0.203,-0.17,0.15,-1.82,-1.33
1979,Mar,26.26,27.6,28.45,27.27,-,-,-,-0.8,-2.035,-0.21,0.89,0.38,0.3
1979,Apr,25.39,27.88,28.5,27.63,-,-,-,-0.7,-0.973,0.73,0.78,0.09,0.89
1979,May,24.13,27.81,28.76,27.16,-,-,-,0.5,-0.271,-0.6,-0.79,1.35,1.09
1979,Jun,23.29,27.76,28.77,26.75,-,-,-,0.6,2.218,0.97,-0.19,-1.64,0.17
1979,Jul,22.18,26.84,28.59,25.46,-,-,-,2.2,-2.333,0.99,-0.22,0.99,0.84
1979,Aug,21.2,26.69,28.39,25.02,-,-,-,-1,-1.179,1.17,1.28,0.7,0.52
1979,Sep,21.3,27.5,28.71,25.83,-,-,-,0.2,-1.069,0.5,0.15,1.28,1
1979,Oct,21.61,26.87,28.58,25.26,-,-,-,-0.6,-3.067,0.39,0.91,1.53,1.06
1979,Nov,22.2,26.88,28.79,25.25,-,-,-,-1,-1.94,2.68,1.06,0.54,0.48
1979,Dec,23.25,27.04,28.81,25.48,-,-,-,-1.6,-3.921,0.18,-99.9,-0.38,-0.42
1980,Jan,24.77,27.13,28.8,26.06,-,-,-,0.5,-5.111,-0.99,0.35,-0.28,-0.11
1980,Feb,25.77,27.18,28.76,26.54,-,-,-,0,-8.808,-0.01,1.1,1.74,1.32
1980,Mar,26.61,27.28,28.66,26.92,-,-,-,-2,1.919,1.32,0.24,-0.35,1.09
1980,Apr,25.8,27.86,28.83,27.38,-,-,-,-1.7,-0.811,0.6,-0.48,1.96,1.49
1980,May,24.54,27.96,29.05,27.13,-,-,-,-0.5,0.384,1.53,-0.6,-0.28,1.2
1980,Jun,23.27,28.12,28.99,26.87,-,-,-,-0.7,1.308,2.31,1.27,-0.86,-0.22
1980,Jul,21.52,27.32,28.82,25.58,-,-,-,-0.4,-0.727,-0.31,-0.31,-0.42,0.23
1980,Aug,20.77,26.59,28.41,24.7,-,-,-,0,-0.748,-1.56,-0.89,-1.99,0.51
1980,Sep,20.66,26.6,28.54,24.95,-,-,-,-0.9,-1.227,-1.35,-0.02,-0.05,0.1
1980,Oct,20.36,26.51,28.56,24.66,-,-,-,-0.4,0.112,0.36,1.33,2.45,1.35
1980,Nov,21.56,26.6,28.61,25.12,-,-,-,-0.8,2.172,0.32,0.27,1.35,0.37
1980,Dec,22.54,26.91,28.45,25.57,-,-,-,-0.5,-1.494,-2.13,-99.9,-0.27,-0.1
1981,Jan,23.48,26.11,28.05,25.05,-,-,-,0.4,-5.093,-0.26,0.83,2.42,0.59
1981,Feb,25.21,26.16,27.9,25.6,-,-,-,-1,-0.531,0.19,0.29,0.38,1.46
1981,Mar,26.31,26.92,28.17,26.8,-,-,-,-3.4,-2.467,0.5,0.13,1.6,0.99
1981,Apr,25.03,27.28,28.11,26.94,-,-,-,-0.7,1.342,0.07,0.02,-1.02,1.45
1981,May,24.06,27.46,28.43,26.74,-,-,-,1.1,0.728,-0.29,0.71,1.98,1.75
1981,Jun,22.75,27.41,28.47,26.24,-,-,-,1.7,0.874,-1.86,-0.43,-0.2,1.69
1981,Jul,21.38,26.65,28.21,25.08,-,-,-,1.2,1.091,0.13,-0.81,-0.64,0.84
1981,Aug,20.52,26.01,28.06,24.02,-,-,-,0.6,-0.833,-1.17,0.04,-1.5,0.18
1981,Sep,19.93,26.57,28.39,24.67,-,-,-,0.6,1.382,-0.36,-0.98,0.15,0.42
1981,Oct,20.55,26.8,28.45,24.92,-,-,-,-1.2,-0.931,-1.1,-0.09,-1.45,0.18
1981,Nov,21.41,26.41,28.46,24.79,-0.142567997,0.210623877,-0.095936333,0.1,-2.93,-0.61,-1.42,1.26,0.8
1981,Dec,23,26.58,28.42,25.44,-0.38180646,-0.167403157,0.001637292,0.7,-1.241,0.86,-99.9,-0.12,0.67
1982,Jan,24.29,26.72,28.3,25.87,-0.235198925,-0.426650125,0.110149085,2.2,1.537,0.44,0.92,-0.86,0.34
1982,Feb,25.49,26.7,28.21,26.38,-0.106292218,-0.347538825,-0.25526994,-0.1,-0.756,-1.07,1.37,-0.68,0.2
1982,Mar,25.21,27.2,28.41,26.98,-0.11244575,-0.4909591,-0.6152953,0.1,-4.487,1.04,0.49,-1.4,0.19
1982,Apr,24.5,28.02,28.92,27.68,-0.025204432,-0.35840385,-0.442070825,-0.3,-2.286,-0.71,-0.68,-1.89,-0.19
1982,May,23.97,28.54,29.49,27.79,0.130305435,-0.311925208,-0.636160213,-1.1,-0.294,0.26,-1.25,-0.7,-0.58
1982,Jun,22.89,28.75,29.76,27.46,0.126903004,-0.64135636,-0.186262303,-2.6,-3.193,1.22,0.22,1.93,-0.78
1982,Jul,22.47,28.1,29.38,26.44,0.01218959,-0.562119425,-0.0619771,-3.2,-0.65,-0.6,0.35,0.97,0.58
1982,Aug,21.75,27.93,29.04,26.15,0.1114819,-0.215939155,0.086098709,-4,-0.735,0.1,-0.13,0.34,0.39
1982,Sep,21.8,28.11,29.16,26.52,0.135010214,-0.28522946,0.153550656,-3.3,-1.199,0.15,0.1,1.05,0.84
1982,Oct,22.94,28.64,29.38,27.11,0.401803698,-0.27435275,0.048362095,-3.6,-2.823,0.21,-0.73,-0.93,0.37
1982,Nov,24.59,28.81,29.23,27.62,0.309437825,-0.368792125,-0.643114375,-5.1,-5.642,0.53,0.51,-0.48,-0.25
1982,Dec,26.13,29.21,29.15,28.39,0.261904156,0.16512318,-0.46840658,-4.6,-3.853,1.5,-99.9,0.75,0.26
1983,Jan,27.42,29.36,29,28.92,-0.06249405,0.217244003,0.012076745,-6.9,-8.411,0.37,-0.46,1.18,0.56
1983,Feb,28.09,29.13,28.79,28.92,0.3485839,0.64191915,-0.3605478,-7.6,-12.164,-0.4,0.04,1.3,1.14
1983,Mar,28.68,29.03,28.76,29.1,0.137008758,0.7842928,0.022889022,-5.6,-11.385,-1.14,-0.47,2.38,2.11
1983,Apr,28.56,28.91,28.85,29.12,0.049054678,0.763390575,0.2942463,-2.2,-5.171,0.98,-0.22,1.26,1.87
1983,May,28.19,28.89,29.08,28.97,-0.007558835,0.129693325,0.3618149,0.7,-0.328,0.08,0.88,-0.19,1.8
1983,Jun,27.44,28.24,28.88,28.15,0.65336558,0.176447882,0.43957314,-0.5,0.351,-1.62,-0.52,1.87,2.36
1983,Jul,25.95,27.07,28.65,26.62,0.6662136,-0.13638754,0.429198375,-1.3,0.501,-0.3,-1.43,1.33,3.51
1983,Aug,23.78,26.53,28.38,25.87,0.52282632,-0.013531376,0.35331748,-0.3,-0.987,-1.2,-2.3,0.53,1.85
1983,Sep,22.24,26.44,28.23,25.24,0.100628545,-0.042985632,0.10962867,1.7,-0.596,-1.4,-1.17,-1.59,0.91
1983,Oct,21.86,25.87,27.75,24.61,-0.023216193,-0.076811275,0.334890869,0.4,-0.867,0.22,-0.73,0.09,0.96
1983,Nov,21.9,25.58,27.76,24.17,-0.14238542,-0.105921498,0.076772118,-0.3,-3.758,-0.5,-0.39,1.84,1.02
1983,Dec,23.01,25.59,27.82,24.44,-0.130778893,-0.030708098,-0.074138718,-0.2,-4.06,-0.6,-99.9,-0.31,1.69
1984,Jan,24.18,25.64,27.64,24.82,-0.430365175,-0.183653083,-0.522713695,0.2,4.257,-0.96,-1.1,0.97,1.5
1984,Feb,25.18,26.39,27.25,26.22,-0.86452644,-0.57646,-0.6927295,0.9,2.995,0.16,-0.96,0.77,1.21
1984,Mar,26,26.86,27.21,27.12,-0.48909455,-0.46284795,-0.839144225,-1.5,1.301,-1.03,1.04,1.41,1.77
1984,Apr,25.16,27.39,27.7,27.34,-0.133535475,-0.428806625,-0.553909,0.3,1.688,-1.12,-1.32,1.7,1.52
1984,May,23.23,27.39,27.95,26.46,-0.95583442,-0.47270686,-0.4186752,-0.1,1.318,-2.32,-0.53,0.32,1.3
1984,Jun,21.96,26.86,28.13,25.38,-0.98482305,-0.57733927,-0.100342418,-1.3,1.482,0.38,-0.39,-0.44,0.18
1984,Jul,21.24,26.74,28.35,24.96,-0.63191535,-0.188936325,-0.15172227,0.1,-1.165,-0.15,-0.1,-2.34,-0.18
1984,Aug,20.17,26.34,28.17,24.5,-0.57598312,-0.2433538,0.0709699,0.1,1.063,-0.06,0.21,-1.11,-0.03
1984,Sep,20.37,26.43,28.61,24.35,-0.4660293,-0.05908933,-0.524839375,0.2,0.632,0.34,0.92,0.03,0.67
1984,Oct,20.52,25.93,28.28,23.95,-0.273070656,-0.047082085,0.096887706,-1,1.62,-1.82,-0.64,-0.63,0.58
1984,Nov,21.5,25.41,27.99,24.03,-0.4220934,-0.004391145,-0.121435375,0.4,-2.479,0.13,-0.84,0.42,0.71
1984,Dec,22.58,25,27.44,23.7,-0.48634855,-0.230541425,0.092155025,-0.7,-0.324,0.72,-99.9,-1.6,0.82
1985,Jan,23.59,25.43,27.71,24.51,-0.35339452,-0.217023266,-0.20372928,-0.7,0.568,-0.09,0.81,1.63,1.27
1985,Feb,24.87,25.67,27.55,25.19,-0.427304145,-0.077858573,0.267233175,1.7,6.115,-0.63,-1.87,-0.52,0.94
1985,Mar,25.74,26.23,27.38,26.11,-0.248664425,-0.19112095,-0.030655425,0.3,4.007,2.12,-0.54,-0.92,0.57
1985,Apr,24.25,26.8,27.72,26.52,-0.20354249,-0.021751868,-0.09102579,1.7,1.571,-0.72,-1.27,-1.06,0.19
1985,May,22.29,27.11,28.06,26.12,-0.324578762,-0.4099619,-0.244334734,0.3,0.973,0.31,-0.17,-1.03,0
1985,Jun,21.75,26.86,28.08,25.6,-0.93726225,-0.329904625,-0.603963675,-1.5,-1.071,0.05,-0.38,1.1,0.18
1985,Jul,20.44,26.69,28.28,24.74,-0.42542028,-0.037385782,-0.15423178,-0.4,-1.102,-0.42,1.61,0.25,1.07
1985,Aug,19.29,26.5,28.32,24.4,-0.350363075,-0.199150498,0.019355073,1.1,0.499,0.01,0.54,-0.5,0.81
1985,Sep,19.44,26.25,28.33,24.15,-0.265565775,-0.185573875,0.133154528,-0.1,0.844,-0.18,-0.78,-0.71,0.44
1985,Oct,19.9,26.19,28.28,24.15,-0.50708138,-0.126906782,0.61003112,-1.2,0.881,-0.23,-0.93,-1.51,0.29
1985,Nov,20.69,26.19,28.52,24.28,-0.3662368,-0.233873995,0.81439375,-0.5,-0.695,-1.12,1.4,-1.9,-0.75
1985,Dec,22.4,26.11,28.53,24.29,-0.35553395,-0.23979425,0.120610009,0.2,-0.512,-0.76,-99.9,1.39,0.38
1986,Jan,24.61,25.79,28.11,24.73,-0.48463872,-0.32009657,0.186174121,1.5,-3.013,0.12,0.34,0.97,1.12
1986,Feb,26.06,25.94,27.93,25.81,0.001682152,-0.080069003,-0.17467048,-2.7,-5.391,-1.47,1.07,0.53,1.61
1986,Mar,25.91,26.65,27.97,26.84,-0.029766878,-0.3763121,-0.172820173,-0.1,-2.448,-1.17,0.17,0.83,2.18
1986,Apr,24.58,27.44,28.21,27.17,-0.205710728,-0.41786392,-0.06677737,0.1,2.399,-0.12,-1.2,0.09,1.55
1986,May,23.38,27.5,28.58,26.68,-0.139059985,-0.416113825,-0.10735235,-0.9,-1.489,-0.16,-1.12,-0.13,1.16
1986,Jun,21.98,27.69,28.84,26.3,-0.177423057,-0.320235328,-0.089830875,1.1,-0.069,-0.3,0.31,0.26,0.89
1986,Jul,21.12,27.37,28.9,25.7,-0.5471577,-0.048187928,-0.106589802,0.2,2.059,-0.69,-0.31,0.07,1.38
1986,Aug,20.97,27.15,29.04,25.02,-0.3356791,-0.26008785,-0.141396805,-1.6,0.026,-0.88,2.08,-1.45,0.22
1986,Sep,20.44,27.33,29.18,25.25,-0.255320475,-0.29969196,-0.2890433,-1,0.22,0.81,0.49,-0.29,0.22
1986,Oct,21.07,27.57,29.38,25.62,-0.02779658,-0.047989134,-0.16895219,0.9,-1.132,-0.58,1.46,0.92,1
1986,Nov,22.03,27.73,29.4,25.92,0.042840139,-0.155286558,-0.197623,-2.5,2.168,-0.66,1.69,-0.73,1.77
1986,Dec,23,27.7,29.19,25.86,0.025773772,0.094498098,0.35170486,-3,-3.139,-0.01,-99.9,1.37,1.77
1987,Jan,25.3,27.91,29.02,26.69,-0.159513604,-0.098521636,-0.178615658,-1.5,0.291,1.7,-0.88,1,1.88
1987,Feb,27.14,28.02,28.93,27.42,0.01405109,0.155020188,0.1204142,-3.1,-1.989,0.85,-0.13,0.65,1.75
1987,Mar,28.01,28.47,29.04,28.2,0.154021063,0.263722468,0.297064615,-3.3,-5.518,0.36,0.8,1.17,2.1
1987,Apr,27.17,28.8,29.21,28.49,0.061979868,0.24321948,0.147743951,-3,-2.083,0.34,-0.42,1.83,2.16
1987,May,25.58,28.75,29.25,28.22,0.453006625,0.273290055,0.252059025,-2.8,-1.593,1.44,-0.11,-1.26,1.85
1987,Jun,24.06,29.03,29.53,27.71,0.190413523,0.353617222,-0.252904193,-2.8,-1.093,1.1,-0.62,0.42,0.73
